# 16,  name, allowedP, trueP, n, [sentinel], time
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 5792, 20.4682, 0.00292836
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 6888, 44.0272, 0.0035467
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 8192, 105.398, 0.00368893
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 9741, 50.2525, 0.00567019
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 11585, 102.396, 0.00574056
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 13777, 48.408, 0.00721092
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 16384, 83.2001, 0.00710214
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 19483, 75.1435, 0.0113021
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 23170, 57.7327, 0.0114557
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 27554, 131.97, 0.0138665
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 32768, 114.539, 0.0141894
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 38967, 204.035, 0.0216971
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 46340, 106.822, 0.0226544
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 55108, 91.965, 0.026587
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 65536, 61.2098, 0.0274078
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 77935, 232.701, 0.0465692
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 92681, 34.833, 0.0477799
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 110217, 158.456, 0.0577139
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 131072, 343.686, 0.0618864
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 155871, 106.199, 0.103172
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 185363, 146.588, 0.104628
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 220435, 118.499, 0.129446
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 262144, 313.594, 0.135104
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 311743, 382.887, 0.224069
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 370727, 280.517, 0.227713
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 440871, 118.337, 0.269423
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 524288, 309.047, 0.281204
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 623487, 655.52, 0.437992
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 741455, 96.6169, 0.502503
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 881743, 161.942, 0.614175
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 1048576, 550.877, 0.591696
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 1246974, 103.408, 0.916547
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 1482910, 265.466, 0.943979
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 1763487, 1022.81, 1.16288
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 2097152, 1672.13, 1.19962
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 2493948, 1085.24, 1.87587
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 2965820, 473.371, 1.96862
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 3526975, 836.634, 2.32766
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 4194304, 1679.33, 2.39975
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 4987896, 768.932, 3.89853
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 5931641, 559.983, 3.94372
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 7053950, 1307.88, 4.7374
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 8388608, 2882.48, 4.90991
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 9975792, 3553.85, 7.84193
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 11863283, 1940.72, 8.08265
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 14107900, 1159.23, 9.62748
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 16777216, 3402.48, 9.97645
64, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 19951584, 2187.89, 16.3168
# 8,  name, allowedP, trueP, n, [sentinel], time
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 16, 5.08428, 0.000124167
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 19, 3.74151, 3.0188e-05
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 22, 2.7268, 2.6655e-05
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 26, 3.69267, 0.000256481
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 32, 5.12512, 2.7347e-05
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 38, 10.1649, 3.6368e-05
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 45, 4.59897, 6.6477e-05
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 53, 6.24848, 4.1604e-05
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 64, 8.48267, 4.3892e-05
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 76, 0.649002, 6.8314e-05
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 90, 6.17745, 5.4745e-05
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 107, 4.0058, 6.0328e-05
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 128, 6.99139, 6.8307e-05
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 152, 12.8346, 0.000102501
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 181, 3.00734, 0.000102213
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 215, 3.89364, 0.000170164
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 256, 7.77228, 0.000130925
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 304, 6.2474, 0.000197795
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 362, 12.3514, 0.00019346
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 430, 11.1336, 0.000239465
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 512, 6.38456, 0.000285861
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 608, 18.3453, 0.00037865
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 724, 6.05831, 0.000414404
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 861, 5.95193, 0.000470396
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 1024, 15.0743, 0.00056223
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 1217, 25.349, 0.000854405
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 1448, 22.9566, 0.00080544
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 1722, 15.9214, 0.00102824
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 2048, 50.2559, 0.00111691
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 2435, 31.2571, 0.00201815
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 2896, 13.6187, 0.001757
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 3444, 16.7054, 0.00209889
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 4096, 41.5433, 0.00219011
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 4870, 84.8676, 0.0035393
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 5792, 20.4682, 0.00337122
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 6888, 44.0272, 0.00425526
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 8192, 105.398, 0.00413487
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 9741, 50.2525, 0.00542994
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 11585, 102.396, 0.0053768
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 13777, 48.408, 0.00674496
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 16384, 83.2001, 0.00665295
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 19483, 75.1435, 0.0106544
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 23170, 57.7327, 0.0106992
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 27554, 131.97, 0.0131514
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 32768, 114.539, 0.0136408
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 38967, 204.035, 0.0237758
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 46340, 106.822, 0.0239351
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 55108, 91.965, 0.0286359
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 65536, 61.2098, 0.0275993
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 77935, 232.701, 0.0442032
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 92681, 34.833, 0.0462233
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 110217, 158.456, 0.0627223
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 131072, 343.686, 0.0608701
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 155871, 106.199, 0.101158
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 185363, 146.588, 0.098569
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 220435, 118.499, 0.130477
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 262144, 313.594, 0.131306
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 311743, 382.887, 0.207347
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 370727, 280.517, 0.229877
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 440871, 118.337, 0.270741
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 524288, 309.047, 0.269755
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 623487, 655.52, 0.44149
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 741455, 96.6169, 0.466668
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 881743, 161.942, 0.54325
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 1048576, 550.877, 0.570647
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 1246974, 103.408, 0.912069
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 1482910, 265.466, 0.901441
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 1763487, 1022.81, 1.12179
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 2097152, 1672.13, 1.16311
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 2493948, 1085.24, 1.85031
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 2965820, 473.371, 1.91185
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 3526975, 836.634, 2.28151
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 4194304, 1679.33, 2.40807
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 4987896, 768.932, 3.81535
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 5931641, 559.983, 3.90004
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 7053950, 1307.88, 4.59244
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 8388608, 2882.48, 4.73626
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 9975792, 3553.85, 7.50304
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 11863283, 1940.72, 8.0832
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 14107900, 1159.23, 9.45006
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 16777216, 3402.48, 9.8093
8, hpce.abp.fast_fourier_transform_taskgroup, 4, 4, 19951584, 2187.89, 16.3287
