# 1,  name, allowedP, trueP, n, [sentinel], time
4, hpce.abp14.direct_fourier_transform, 4, 4, 256, 7.77228, 0.012644
4, hpce.abp14.direct_fourier_transform, 4, 4, 304, 7.41879, 0.0170178
4, hpce.abp14.direct_fourier_transform, 4, 4, 362, 17.4657, 0.0229279
4, hpce.abp14.direct_fourier_transform, 4, 4, 430, 18.7009, 0.0247282
4, hpce.abp14.direct_fourier_transform, 4, 4, 512, 6.38456, 0.0506513
4, hpce.abp14.direct_fourier_transform, 4, 4, 608, 21.7851, 0.0732433
4, hpce.abp14.direct_fourier_transform, 4, 4, 724, 8.56682, 0.0717445
4, hpce.abp14.direct_fourier_transform, 4, 4, 861, 10.009, 0.107549
4, hpce.abp14.direct_fourier_transform, 4, 4, 1024, 15.0743, 0.158753
4, hpce.abp14.direct_fourier_transform, 4, 4, 1217, 30.1267, 0.217582
4, hpce.abp14.direct_fourier_transform, 4, 4, 1448, 32.4621, 0.308128
4, hpce.abp14.direct_fourier_transform, 4, 4, 1722, 26.774, 0.426385
4, hpce.abp14.direct_fourier_transform, 4, 4, 2048, 50.2559, 0.552735
4, hpce.abp14.direct_fourier_transform, 4, 4, 2435, 37.1636, 0.804371
4, hpce.abp14.direct_fourier_transform, 4, 4, 2896, 19.2577, 1.02734
4, hpce.abp14.direct_fourier_transform, 4, 4, 3444, 28.0925, 1.43499
4, hpce.abp14.direct_fourier_transform, 4, 4, 4096, 41.5433, 1.61832
4, hpce.abp14.direct_fourier_transform, 4, 4, 4870, 100.905, 2.5338
4, hpce.abp14.direct_fourier_transform, 4, 4, 5792, 28.9433, 3.99522
4, hpce.abp14.direct_fourier_transform, 4, 4, 6888, 74.038, 5.06511
4, hpce.abp14.direct_fourier_transform, 4, 4, 8192, 105.398, 6.34319
4, hpce.abp14.direct_fourier_transform, 4, 4, 9741, 59.7546, 10.384
4, hpce.abp14.direct_fourier_transform, 4, 4, 11585, 144.806, 14.406
4, hpce.abp14.direct_fourier_transform, 4, 4, 13777, 81.4108, 19.9215
4, hpce.abp14.direct_fourier_transform, 4, 4, 16384, 83.2001, 26.4066
4, hpce.abp14.direct_fourier_transform, 4, 4, 19483, 89.3567, 51.9894
